Taxa	phe1	phe2	phe3
Ind607	239.6204837	102.6677776	61.84343333
Ind608	266.6904837	126.2370776	59.93213333
Ind609	244.6353837	120.2046776	58.49863333
Ind610	271.3780837	129.6410776	65.66603333
Ind611	245.2371837	104.9083776	59.93213333
Ind612	249.1223837	105.8132776	62.32123333
Ind613	259.6378837	118.2657776	60.40993333
Ind614	255.4569837	113.5260776	66.62173333
Ind615	256.1738837	112.0649776	58.53333333
Ind616	267.7884837	117.1023776	58.02083333
Ind617	262.5940837	120.8510776	60.88773333
Ind618	244.8992837	111.9317776	62.79903333
Ind619	274.3341837	136.7505776	59.93213333
Ind620	233.8347837	101.2458776	58.02083333
Ind621	233.0323837	100.1255776	61.84343333
Ind622	250.7271837	110.9407776	60.40993333
Ind623	247.9132937	120.9230776	58.53333333
Ind624	245.3215837	108.8294776	65.66603333
Ind625	239.0714837	105.9855776	60.88773333
Ind626	252.3741837	113.6552776	61.84343333
Ind627	243.8012837	104.9730776	59.93213333
Ind628	255.4569837	111.5008776	65.66603333
Ind629	257.3996837	111.0269776	61.84343333
Ind630	242.7454837	103.6157776	56.10953333
Ind631	261.6226837	122.9623776	62.79903333
Ind632	252.5775837	117.2373776	62.68183333
Ind633	265.3485837	124.9574776	59.45433333
Ind634	224.9957837	102.4713776	56.10953333
Ind635	235.9040837	110.7252776	56.10953333
Ind636	233.0746837	117.6624776	55.15383333
Ind637	232.6100837	111.9317776	56.58733333
Ind638	217.3647837	103.7450776	55.63163333
Ind639	228.2602837	113.0520776	56.10953333
Ind640	214.3241837	103.7880776	55.63163333
Ind641	246.1239837	114.7755776	57.54293333
Ind642	230.8786837	104.0897776	54.67603333
Ind643	237.0020837	101.9352776	54.67603333
Ind644	236.6220837	112.7181776	58.97643333
Ind645	234.3837837	117.0161776	57.06513333
Ind646	262.9740837	127.1418776	56.10953333
Ind647	234.0036837	103.6588776	56.10953333
Ind648	233.4546837	107.9676776	56.10953333
Ind649	233.9192837	106.4164776	60.88773333
Ind650	226.9511837	93.8778776	56.10953333
Ind651	233.5813837	105.2961776	57.54293333
Ind652	236.3263837	102.8401776	56.58733333
Ind653	232.6100837	97.2386776	62.32123333
Ind654	234.0036837	98.3589776	58.02083333
Ind655	239.5359837	101.9783776	56.10953333
Ind656	236.9176837	99.0052776	56.58733333
Ind657	216.9544837	103.3042776	58.49863333
Ind658	265.1700837	127.0126776	57.06513333
Ind659	245.1632837	119.6876776	56.58733333
Ind660	255.5836837	124.8582776	59.45433333
Ind661	252.4163837	112.1902776	56.10953333
Ind662	250.4315837	119.9677776	57.06513333
Ind663	227.9646837	108.3123776	56.10953333
Ind664	258.3709837	121.0233776	61.36563333
Ind665	246.9263837	114.9048776	57.54293333
Ind666	249.8297837	110.3805776	56.10953333
Ind667	249.4121837	116.9321776	58.02083333
Ind668	254.4012837	129.0377776	59.93213333
Ind669	275.1806837	140.3806776	58.53333333
Ind670	257.8219837	134.2083776	59.45433333
Ind671	226.6132837	106.9335776	57.54293333
Ind672	233.1832837	120.0362776	57.06513333
Ind673	237.5088837	117.6624776	56.10953333
Ind674	253.6832837	131.1167776	59.45433333
Ind675	233.6218837	112.6923776	54.67603333
Ind676	255.0346837	124.9443776	55.15383333
Ind677	258.5131837	119.9388776	58.53333333
Ind678	245.4574837	130.3632776	57.19143333
Ind679	258.8776837	128.5207776	56.58733333
Ind680	247.3064837	118.2657776	59.45433333
Ind681	251.1494837	118.4380776	63.27693333
Ind682	246.7151837	115.7235776	61.36563333
Ind683	275.2210837	141.2748776	66.62173333
Ind684	263.6920837	127.0988776	62.32123333
Ind685	249.0801837	108.9155776	56.10953333
Ind686	267.9151837	137.7415776	62.32123333
Ind687	250.5582837	123.0054776	59.93213333
Ind688	256.8506837	132.8726776	59.93213333
Ind689	224.2483837	109.3033776	61.36563333
Ind690	231.1742837	101.4613776	57.06513333
Ind691	248.7000837	107.2351776	62.32123333
Ind692	225.1774837	100.7288776	56.10953333
Ind693	229.9495837	98.7898776	55.15383333
Ind694	239.4092837	105.8994776	57.54293333
Ind695	232.8212837	116.6283776	58.97643333
Ind696	257.7796837	123.4255776	55.63163333
Ind697	244.7725837	114.8402776	58.49863333
Ind698	260.2713837	122.1005776	61.84343333
Ind699	244.4347837	115.2064776	57.06513333
Ind700	250.3892837	111.9317776	54.19823333
Ind701	264.5788837	125.5045776	59.45433333
Ind702	244.0124837	124.2549776	60.40993333
Ind703	266.1414837	133.6589776	56.10953333
Ind704	259.8067837	117.6624776	61.84343333
Ind705	233.3585837	107.5713776	56.27633333
Ind706	241.4363837	109.3464776	55.15383333
Ind707	246.9157837	109.7773776	57.06513333
Ind708	230.1606837	110.2944776	61.36563333
Ind709	254.6546837	117.8348776	57.06513333
Ind710	262.6784837	118.5673776	61.84343333
Ind711	269.5621837	122.0574776	58.49863333
Ind712	271.5047837	127.9174776	61.36563333
Ind713	253.8522837	125.3752776	64.71033333
Ind714	279.6552837	141.1024776	62.32123333
Ind715	239.9160837	103.1848776	55.15383333
Ind716	251.5295837	111.8886776	57.06513333
Ind717	240.0849837	118.7396776	57.06513333
Ind718	264.3677837	126.1077776	58.02083333
Ind719	257.5263837	116.4560776	56.10953333
Ind720	245.4482837	112.2980776	56.58733333
Ind721	262.7207837	126.1508776	56.10953333
Ind722	252.7119837	124.1257776	59.93213333
Ind723	276.2768837	128.5207776	56.58733333
Ind724	257.5685837	132.0108776	58.02083333
